CS(=O)(=O)Cl.OCCCBr	CS(=O)(=O)OCCCBr
CC(C)COP(C)(=O)CCC#N	CC(C)COP(C)(=O)CCCN
CCOP(=O)(CCCN)C(F)F	NCCCP(=O)(O)C(F)F
CCOP(=O)(CCC#N)C(F)F	CCOP(=O)(CCCN)C(F)F
c1ccc(N=C2CCCCC2)cc1	c1ccc(NC2CCCCC2)cc1
CC(C)=CC(=O)Cl.CNOC	CON(C)C(=O)C=C(C)C
C1=COCC1.C=CC(=O)O	C=CC(=O)OC1CCCO1
CI.OCC1CCC(CO)CC1	COCC1CCC(CO)CC1
O=C1COc2cccc(Br)c2C1	C=CCOc1cccc(Br)c1
Cc1ncccc1CO.O=S(Cl)Cl	Cc1ncccc1CCl
N#CCCl.[S-]c1cnns1	N#CCSc1cnns1
CCOC(=O)Cc1ccccc1	OCCc1ccccc1
CCOC(=O)Cc1ccccc1	OCCc1ccccc1
O=C1CCCN1Cc1ccccc1	c1ccc(CN2CCCC2)cc1
CC(=O)c1ccccc1	CC(O)c1ccccc1
O=CCC(=O)c1ccccc1	OCC[C@H](O)c1ccccc1
CC1CN1.Cc1cccc(O)c1	Cc1cccc(OCC(C)N)c1
CC1=CCC(CC=O)C1(C)C	CC1CCC(CC=O)C1(C)C
CCO.c1cc2c(s1)CCNC2	CC(=O)N1CCc2sccc2C1
CN(C)C=O.NCCc1ccco1	c1cc2c(o1)CCNC2
CC(=O)[O-].O=C1CCN1	CC(=O)OC1CC(=O)N1
C/C(=C\c1ccccc1)CO	C[C@H](CO)Cc1ccccc1
NC(N)=S.OC1CCCCC1O	S=C1N=C2CCCCC2=N1
CCOc1cc(C(=O)OC)on1	CCOc1cc(C(=O)O)on1
BrBr.CCC(=O)Nc1ccccn1	CCC(=O)Nc1ccc(Br)cn1
CC(=O)Nc1ccccn1.ClCCl	CC(=O)Nc1ccc(Cl)cn1
CC(=O)Br.CNC(C)C.O	CC(C)N(C)C(=O)CBr
C#CCOCCCCCCCCCC.II	CCCCCCCCCCOCC#CI
CCCCCS.ClCCCI	CCCCCSCCCCl
O=S([O-])O.SC1CCCC1	O=S(=O)(O)C1CCCC1
CN=C(C)c1ccccc1	CNC(C)c1ccccc1
CN=C1CCc2ccccc21	CNC1CCc2ccccc21
O=C1CC(=O)OC(CCl)C1	O=C1CC(O)CC(CCl)O1
O=C1CC(O)CC(CCl)O1	O=C1CCC=C(CCl)O1
O=C1CCC=C(CCl)O1	O=C1CCCC(CCl)O1
CO.O=C1CCCCO1	COC(=O)CCCCO
CI.O=C(O)c1cccnc1Cl	COC(=O)c1cccnc1Cl
CC1(O)CCCc2ccccc21	CC1=CCCc2ccccc21
CCO.N#Cc1ccncc1Cl	CCOc1cnccc1C#N
BrBr.CC(C)c1ccccc1O	CC(C)c1cccc(Br)c1O
CC(=O)OCCCC=O.C[NH2+]C	C=C(C=O)CCOC(C)=O
ClCc1ccccc1.OCCCCO	OCCCCOCc1ccccc1
CCOC(=O)COCCCC(=O)Cl	CCOC(=O)COCCCC=O
CC(=O)OC(C)CCC(=O)Cl	CC(=O)OC(C)CCC=O
COC(=O)C(C)c1ccsc1	CC(C(=O)O)c1ccsc1
BrBr.Cc1ccc(N)nc1	Cc1cnc(N)c(Br)c1
C=O.CCCCCCCC=O	C=C(C=O)CCCCCC
C=CC#N.O=C1NCCO1	N#CCCN1CCOC1=O
CCCc1ccncc1.[NH2-]	CCCc1ccnc(N)c1
Cc1ccnc(N)c1N.S=C=S	Cc1ccnc2[nH]c(S)nc12
CCOC(=O)CC(=O)CCl.[I-]	CCOC(=O)CC(=O)CI
CCc1cccc(NC)c1	CCc1cccc(N)c1
CCOC(OCC)[PH](C)=O.CI	CCOC(OCC)P(C)(C)=O
CC[O-].OCCOc1ccccc1	CCOCCOc1ccccc1
CCCCC=Cc1cc(Br)cs1	CCCCCCc1cc(Br)cs1
CCOC(=O)C=C(C)C.CN	CCOC(=O)CC(C)(C)NC
Brc1cncnc1.CCO	CCOc1cncnc1
Brc1cccnc1.C#CCCCO	OCCCC#Cc1cccnc1
C#CCC(O)Cc1cccnc1.CO	OCCCCCc1cccnc1
CCO.NC(=O)[C@@H]1CCCN1	CCN1CCC[C@H]1C(N)=O
CCN1CCC[C@H]1C(N)=O	CCN1CCC[C@H]1CN
C1CCOC1.CCNCC	C#CCC#CCCCCC
Cc1cc(C)cc(N)c1	CC1CC(C)CC(N)C1
CCCO.Ic1cccs1	CCCOc1cccs1
O=CCCc1ccccc1O	OCCCc1ccccc1O
CO[C@H](C=O)OCC=O	CO[C@H](CO)OCCO
C#CCO.COc1ccc(I)cc1	COc1ccc(C#CCO)cc1
N=C(N)CN.O=C1CCCC1=O	Nc1cnc2cccc-2[nH]1
Clc1cnc2ncccc2n1.[NH4+]	Nc1cnc2ncccc2n1
CC(C)=O.O=Cc1ccsc1	CC(=O)/C=C/c1ccsc1
BrCc1ccsc1.OCCO	OCCOCc1ccsc1
COC(=O)C=Cc1cncs1	OCC=Cc1cncs1
C#CCO.CC(C)(C)/C=C/I	CC(C)(C)/C=C/C#CCO
C#CCO.COC(C)(C)C#CBr	COC(C)(C)C#CC#CCO
Brc1ccsc1.OCCCO	OCCCOc1ccsc1
CCOC(=O)COCc1ccsc1	O=C(O)COCc1ccsc1
CS(=O)(=O)Cl.OCC1CC1	CS(=O)(=O)OCC1CC1
BrCC1CCCC1.Sc1nc[nH]n1	c1nc(SCC2CCCC2)n[nH]1
C1=COCCC1.OCC=CCO	OC/C=C\COC1CCCCO1
C#CCO.O=CC(=O)O.[NH4+]	NC(C#CCO)C(=O)O
BrBr.CCc1cc(N)ccn1	CCc1cc(Br)ccn1
Cc1ccc(O)c(N)c1.O=CO	Cc1ccc(O)c(NC=O)c1
Cc1ccc(O)c(NC=O)c1	CNc1cc(C)ccc1O
CCc1cc(C#N)c(OC)nc1C	CCc1cc(CN)c(OC)nc1C
CN.COC(=O)CCc1ccco1	CNC(=O)CCc1ccco1
CN=C=O.NCc1ccco1	CNC(=O)NCc1ccco1
NCCCCCO.O=C(Cl)CCCCBr	O=C(CCCCBr)NCCCCCO
CC(C)(C)O.O=C(Cl)OCCl	CC(C)(C)OC(=O)OCCl
CCCCCCCCCCN.OCC1CO1	CCCCCCCCCCNCC(O)CO
C#CCN.CCOC(=O)Cl	C#CCNC(=O)OCC
CC(C)(C)C(=O)OCCl.[I-]	CC(C)(C)C(=O)OCI
COCC(O)(CBr)COC	COCC1(COC)CO1
COCC1(COC)CO1.N#C[S-]	COCC1(COC)CS1
CC(C)=CCC/C(C)=C\CO	CC(C)=CCC[C@H](C)CCO
CC(=O)CCc1ccccc1	CC(O)CCc1ccccc1
CC(=O)COc1ccccc1	CC(O)COc1ccccc1
C#Cc1ccccc1.CC=O	CC(O)C#Cc1ccccc1
ClI.Nc1c(F)cccc1F	Nc1c(F)cc(I)cc1F
Nc1ccc(I)cc1F.[C-]#N	N#Cc1ccc(I)cc1F
ClI.Nc1c(F)cccc1F	Nc1c(F)cc(I)cc1F
COc1ccccc1C=O	COc1ccccc1CO
CCOC(=O)CN.Cl.O=N[O-]	CCOC(=O)C(Cl)=NO
ClCCCCBr.OCc1ccccc1S	OCc1ccccc1SCCCCCl
CNOC.O=C(O)C(F)F	CON(C)C(=O)C(F)F
CCCCC#CCCO.[Br-]	CCCCC#CCCBr
CC(Br)CCCCCCCCC(=O)O	CC(Br)CCCCCCCCCO
CCCCC(CC)CC(N)=O.OCl	CCCCC(CC)CC(=O)NCl
CCCC(CC)C(N)=O.OCl	CCCC(C)C(=O)NCl
CCCC(C)(C)C(N)=O.OCl	CCCC(C)(C)C(=O)NCl
CCC#N.CCCNCCC	CCCN(CCC)CCC
CC(=O)Cl.COP(OC)OC	COP(=O)(OC)C(C)=O
BrCCc1ccccc1.CNC	CN(C)CCc1ccccc1
BrCCCBr.Sc1ccc(Cl)cc1	Clc1ccc(SCCCBr)cc1
CCCI.CCOC(=O)[C@H](C)O	CCCO[C@@H](C)C(=O)OCC
CCCc1c(OC)cccc1OC	CCCc1c(O)cccc1O
C#CCCCC.Nc1ccccc1I	CCCCC#Cc1ccccc1N
BrCCCBr.Oc1cccc(Br)c1	BrCCCOc1cccc(Br)c1
NO.O=CC1CCCCC1	ON=CC1CCCCC1
C=CC1CO1.CCNCC	CCN(CC)CC=CCO
CC.O=Cc1ccc(Br)cc1	CC#Cc1ccc(Br)cc1
CCOC(=O)CN.O=C[O-]	CCOC(=O)CNC=O
CCOC(=O)CN.O=C[O-]	CCOC(=O)CNC=O
NCCC[C@H](N)C(=O)O	NCCC[C@H](N)C(=O)O
CI.Cc1cc(C)nc(S)n1	CSc1nc(C)cc(C)n1
CCCCC(N)CO.S=C(Cl)Cl	CCCCC1COC(=S)N1
BrCCCBr.Oc1ccc(Cl)cc1	Clc1ccc(OCCCBr)cc1
CC(=O)CCl.Oc1ccccc1O	CC(=O)COc1ccccc1O
CCCCc1nc2ncccc2[nH]1	CCCc1nc2ncccc2[nH]1
CCO.Cc1ccc(N)c(O)c1	Cc1ccc(NC=O)c(O)c1
CCO.Cc1ccc(N)c(O)c1	CC(=O)Nc1ccc(C)cc1O
Nc1cnn2ccccc12	Nc1cnn2ccccc12
CC(=O)c1ccco1.CNC	C=C(c1ccco1)N(C)C
C1COCCN1.O=CCc1cccs1	C(=CN1CCOCC1)c1cccs1
C=C(CC(=O)O)C(=O)O	CC(CC(=O)O)C(=O)O
C=CC=C.Cc1ccccc1	CCC=CCc1ccccc1
CCN.Cc1occc(=O)c1O	CCn1ccc(=O)c(O)c1C
CC#N.c1ccc2c(c1)CCN2	NN1CCc2ccccc21
CO.Cc1ccccc1	CCCCCCC1CO1
NCCN.O=C1CCCCC1	NCCNC1CCCCC1
N[C@H](C(=O)O)c1ccccc1	N[C@H](C(=O)O)C1CCCCC1
CCN.CCO.O=Cc1ccncc1	CCN1C=CC(CN)=CC1
O=C1CCc2cc(Br)ccc21	OC1CCc2cc(Br)ccc21
COc1ccc2c(c1)CCC2=O	O=C1CCc2cc(O)ccc21
BrBr.c1cnc2c(c1)CCC2	Brc1cnc2c(c1)CCC2
Nc1ccccc1.O=C1CCCCC1	c1ccc(Nc2ccccc2)cc1
COc1ccc(C=O)cc1.NO	COc1ccc(C=NO)cc1
C#CC(O)CC.ON=C(Br)Br	CCC(O)c1cc(Br)no1
BrBr.CCCCCCCCC(=O)O	CCCCCCCC(Br)C(=O)O
CCCI.COC(=O)c1ccsc1N	CCCNc1sccc1C(=O)OC
O=C1C=Cc2ccccc21	OC1C=Cc2ccccc21
ClCC1CO1.OCCCCO.[OH-]	C(OCC1CO1)C1CO1
ClCC1CO1.OCCCCO.[OH-]	C(OCC1CO1)C1CO1
CN(CCCC#N)c1ccccc1	CN(CCCCN)c1ccccc1
O=P(O)(O)c1ccccc1	O=P(O)(O)C1CCCCC1
CC(=O)CCCC#N.NO	CC(CCCC#N)=NO
CC(=O)C(C)(C)CCC#N.N	CC(N)C(C)(C)CCCN
C=O.Cc1cnccn1	OCCc1cnccn1
OCCc1cnccn1	OCCC1CNCCN1
C#CCCCCCCCC.II	CCCCCCCCC#CI
Clc1ccccc1C(Cl)Cl.O	O=Cc1ccccc1Cl
Brc1cccnc1.COB(OC)OC	OB(O)c1cccnc1
O=C(O)CO.OCc1ccccc1	O=C(CO)OCc1ccccc1
CC(C)CCS.ClCCCCCBr	CC(C)CCSCCCCCCl
CC(C)CCS.ClCCCBr	CC(C)CCSCCCCl
C1CCNCC1.C=CC#N	NCCCN1CCCCC1
O=Cc1cccc2c1CC2	OCc1cccc2c1CC2
C=CCCCCCC.ONc1ccccc1	CCCCC/C=C/CNc1ccccc1
C1=CCCCC1.ONc1ccccc1	C1=CCC(Nc2ccccc2)CC1
CS(=O)(=O)Cl.OCCOCCCl	CS(=O)(=O)OCCOCCCl
CS(=O)(=O)Cl.OCCOCCCl	CS(=O)(=O)OCCOCCCl
C=Cc1ccc(O)cc1	C#Cc1ccc(O)cc1
O=Cc1cccc(C=O)c1	O=Cc1cccc(CO)c1
NC(CO)CO.O=C(O)CCl	O=C(O)CNC(CO)CO
CCCCCBr.Sc1ccc(Br)cc1	CCCCCSc1ccc(Br)cc1
C=C(Cl)c1ccc(CCC)cc1	C#Cc1ccc(CCC)cc1
CC(C)S.Fc1cccnc1F	CC(C)Sc1ncccc1F
C=CCBr.OCCCCCO	C=CCOCCCCCO
BrBr.Nc1c(F)cccc1F	Nc1c(F)cc(Br)cc1F
C1CNCCN1.C=Cc1ccncc1	c1cc(CCN2CCNCC2)ccn1
C1CNCCNC1.CCOC(=O)Cl	CCOC(=O)N1CCCNCC1
Fc1ccccc1.O=C(Cl)CCl	O=C(CCl)c1ccc(F)cc1
COCCl.Oc1cccc(Br)c1	COCOc1cccc(Br)c1
C#CC(C)(O)C(C)(C)CC	C=CC(C)(O)C(C)(C)CC
C#CC(C)(O)C(C)(C)CC	C=CC(C)(O)C(C)(C)CC
C=CC(C)(O)C(C)(C)CC	C=CC(=C)C(C)(C)CC
O=Cc1ccc2ccccc2n1	OCc1ccc2ccccc2n1
Br.Nc1ccc(I)cc1F	Fc1cc(I)ccc1Br
ClI.Nc1c(F)cccc1F	Nc1c(F)cc(I)cc1F
ClI.Nc1cc(F)ccc1F	Nc1cc(F)c(I)cc1F
Cl.Nc1nc2cc(F)ccc2s1	Fc1ccc2sc(Cl)nc2c1
Br.OCCCc1cccnc1	BrCCCc1cccnc1
Cc1cc(C(=O)O)ccc1Br	Cc1cc(CO)ccc1Br
CCOCC.NCCO.S=C=S	O=C1CSC(=S)N1CCO
COCCOCCOCCO.O=S(Cl)Cl	COCCOCCOCCCl
CNCC(=O)O.O=C(Cl)CCl	CN(CC(=O)O)C(=O)CCl
N#CC=CNNC(N)=O	NC(=O)n1nccc1N
CC(=O)OCBr.O=C([O-])CO	CC(=O)OCOC(=O)CO
CCI.Oc1ccc2ncccc2c1	CCOc1ccc2ncccc2c1
CN.O=Cc1ccccn1	CNCc1ccccn1
CN.O=Cc1ccccn1	CNCc1ccccn1
CCCN.O=Cc1ccc(O)cc1	CCCNCc1ccc(O)cc1
Cc1ccc(C(=O)O)c(C)c1	Cc1ccc(CO)c(C)c1
COC(=O)COc1ccccc1C=O	COC(=O)c1cc2ccccc2o1
COC(=O)c1cc2ccccc2o1	OCc1cc2ccccc2o1
COc1cc(C(C)=O)ccc1O	CCc1ccc(O)c(OC)c1
CSSC.Cc1ccc(N)cc1F	CSc1ccc(C)c(F)c1
BrBr.COc1cc(C)c(N)cn1	COc1cc(C)c(N)c(Br)n1
NC(=O)CN1CCn2nccc21	NCCN1CCn2nccc21
C1CCCCCC2(CCCCC1)CO2	O=CC1CCCCCCCCCCC1
COc1ccc(N)cn1.O=N[O-]	COc1ccc(NN)cn1
CC(C)(N)Cc1ccccc1.I	NC(CI)Cc1ccccc1
BrCCCCBr.N#CCC#N	N#CC1(C#N)CCCC1
C=CC(=O)Cl.NCCC(=O)O	C=CC(=O)NCCC(=O)O
COC(=O)COC(=O)C(C)O	CC1OC(=O)COC1=O
Br.Nc1nc2c(Cl)cccc2s1	Clc1cccc2sc(Br)nc12
Br.Nc1nc2ccc(F)cc2s1	Fc1ccc2nc(Br)sc2c1
CC(=O)OCCC1CCOC1=O	COC(=O)C1CCOCC1
CC(=O)OCCC1CCOC1=O	COC(=O)C1CCOCC1
CO.O=C1OCCC1CCO	COC(=O)C1CCOCC1
CC(=O)OCCC1CCOC1=O	COC(=O)C1CCOCC1
ClCl.Oc1cccc(O)c1	Oc1cccc(O)c1Cl
N#Cc1cccc(C#N)c1	NCc1cccc(CN)c1
CC(C)c1ccccc1C(C)C	CC(C)c1ccccc1
COc1cccc2c(Cl)ncnc12	Oc1cccc2c(Cl)ncnc12
CCCCCCO.ClC[C@@H]1CO1	CCCCCCOC[C@@H]1CO1
c1ccc2cc3ccccc3cc2c1	c1ccc2cc3ccccc3cc2c1
c1ccc2cc3ccccc3cc2c1	c1ccc2cc3ccccc3cc2c1
CCI.O=C(O)c1ccccc1Br	CCOC(=O)c1ccccc1Br
CCNCC.O=C(O)CCl	CCN(CC)C(=O)CCl
COCCl.Cc1ccc(O)cc1	COCOc1ccc(C)cc1
O=C([O-])COc1ccccc1	O=C(O)COc1ccccc1
C#CCCO.Fc1ccc(Br)cc1	OCCC#Cc1ccc(F)cc1
N#CCc1ccc2ccccc2c1	NCCc1ccc2ccccc2c1
C1COCCN1.ClCC1CO1	C1CN(CC2CO2)CCO1
Br.OCCCCCCCCCCO	OCCCCCCCCCCBr
BrCCBr.Cc1cccc(O)c1O	Cc1cccc2c1OCCO2
BrBr.Cc1cccc2c1OCCO2	Cc1c(Br)ccc2c1OCCO2
COC(=O)CBr.OCc1cccs1	COC(=O)COCc1cccs1
COC(=O)COCc1cccs1.NN	NNC(=O)COCc1cccs1
C=CC(=O)OC.SCc1cccs1	COC(=O)CCSCc1cccs1
Cl.OCCCCCCCCCCO	OCCCCCCCCCCCl
O=C(O)C=Cc1cccs1	O=C(O)CCc1cccs1
ClCCCBr.O=CN1CCNCC1	O=CN1CCN(CCCCl)CC1
Cc1ccc(N)cc1.N#C[S-]	Cc1ccc(NC(N)=S)cc1
COC(=O)C1CCNCC1	COC(=O)C1CCNCC1
COC1(C(C)C)OCCCO1	CC(C)=C1OCCCO1
CCOC(OCC)C(Cl)Cl	CCOC(=CCl)OCC
O=Cc1ccc(Br)cc1.OCCO	Brc1ccc(C2OCCO2)cc1
Clc1ccccn1.[OH-]	CCCCOc1ccccn1
NCCCC[C@H](N)C(=O)O	NCCCC[C@H](N)C(=O)O
C=COCC.O=C1CCCCC1	CCOCCC1CCCCC1=O
CCCCCc1ccc(N)cc1.[Br-]	CCCCCc1ccc(Br)cc1
CON.O=C(O)Cc1ccccc1	CONC(=O)Cc1ccccc1
c1ccc(Nc2ccccc2)cc1	c1ccc(NC2CCCCC2)cc1
C=CC(=O)OCC(CC)CCCC	C=CC(=O)OCCCC
O=C(c1ccccc1)C1CC1	OC(c1ccccc1)C1CC1
CC(C)N.N#C[N-]C#N	CC(C)NC(=N)NC#N
Br.OCCc1ccccn1	BrCCc1ccccn1
O=C1C2CC3CC1CN(C3)C2	OC1C2CC3CC1CN(C3)C2
O=Cc1ccccc1O.OCCCCl	O=Cc1ccccc1OCCCO
CCCCOC(CCN)OCCCC	CCCCOCCCN
CCCCCO.O=P(Cl)(Cl)Cl	CCCCCOP(=O)(Cl)Cl
CN.Cc1occc(=O)c1O	Cc1c(O)c(=O)ccn1C
Nc1ccccc1N.O=C(O)CCl	ClCc1nc2ccccc2[nH]1
Cl.N#CCCl.N#Cc1ccsc1N	ClCc1nc(Cl)c2ccsc2n1
COc1ccccc1OCC(F)(F)F	Oc1ccccc1OCC(F)(F)F
N#Cc1cccc(C(=O)O)c1	NCc1cccc(C(=O)O)c1
C=CCc1ccc(OC)c(OC)c1	CC=Cc1ccc(OC)c(OC)c1
O=C(CCl)c1cccc(Cl)n1	OC(CCl)c1cccc(Cl)n1
BrCc1ccc(Br)cc1.C[O-]	COC(Br)c1ccccc1
N#CC1(c2ccccc2)CCC1	NCC1(c2ccccc2)CCC1
ClCc1ccccc1.N#CC1CC1	N#CC1(Cc2ccccc2)CC1
FC(F)Cl.Oc1ccc(I)cc1	FC(F)Oc1ccc(I)cc1
CCOC(=O)C(C)C.ClCCBr	CCOC(=O)C(C)(C)CCCl
BrCCCBr.CCOC(=O)C(C)C	CCOC(=O)C(C)(C)CCCBr
ClCc1cccnc1.OCCS	OCCSCc1cccnc1
COc1ccc2ccncc2c1	Oc1ccc2ccncc2c1
O=C([O-])CCSCCC(=O)[O-]	O=C(O)CCSCCC(=O)O
CCC(C)[Mg]Cl.ClP(Cl)Cl	CCC(C)P(Cl)C(C)CC
COC(=O)C1(C)CCCC1=O	COC(=O)C1(C)CCCC1O
OCCN1CCNCC1.Sc1cccs1	c1csc(N2CCNCC2)c1
CCO.Oc1ccccc1Br	COc1ccccc1Br
C=CCCCCCC.ONc1ccccc1	CCCCC/C=C/CNc1ccccc1
C(CCCC1CO1)CCC1CO1	C=CCCCCCCC1CO1
OCCCCCCCCCCO	CCCCCCCCCCO
Nc1cc2ccccc2cc1N	c1ccc2ccccc2c1
N#CC12CCN(CC1)CC2	NCC12CCN(CC1)CC2
CCONC(=O)C(=O)OC.NN	CCONC(=O)C(=O)NN
O=C(Cl)Cl.Oc1ccccc1	O=C(Cl)Oc1ccccc1
O=Cc1ccccc1Br.OCCO	Brc1ccccc1C1OCCO1
COC(OC)OC.O=C1CCCCC1	COC1(OC)CCCCC1
COc1cc(C)cc(OC)c1	Cc1cc(O)cc(O)c1
Nc1cc(F)cc(F)c1Cl	Nc1cc(F)cc(F)c1
COC(Cl)Cl.Fc1ccccc1F	O=Cc1ccc(F)c(F)c1
COC(Cl)Cl.Cc1ccccc1C	Cc1ccc(C=O)cc1C
COC(Cl)Cl.Sc1ccccc1	O=Cc1ccc(S)cc1
CCOCC.COc1ccccc1F	COc1ccc(C=O)cc1F
O=C(c1ccco1)N1CCNCC1	O=C(C1CCCO1)N1CCNCC1
Cc1cccc(C(=O)O)c1O	Cc1cccc(CO)c1O
OCCCCl.c1c[nH]cn1	OCCCn1ccnc1
C#C[Mg]Br.O=Cc1ccco1	C#CC(O)c1ccco1
N#Cc1ccc(C=O)o1	N#Cc1ccc(CO)o1
ClCCn1ccnc1.SCCS	SCCSCCn1ccnc1
ClCCBr.Cn1ccnc1S	Cn1ccnc1SCCCl
CN1C=NNN1S.ClCCBr	CN1C=NNN1SCCCl
C=O.c1ncn2c1CCC2	OCc1ncc2n1CCC2
NNC(=O)CO.S=C=NC1CC1	OCc1nncn1C1CC1
CC(O)CCCCC(=O)O.CCN	CCNC(=O)CCCCC(C)O
CCNC(=O)CCCCC(C)O	CCNCCCCCC(C)O
C1=COCCC1.OCCCCCCl	ClCCCCCOC1CCCCO1
C=CCCCCCCBr.O=[O+][O-]	O=CCCCCCCBr
C=CCCCCCCBr.O=[O+][O-]	OCCCCCCCBr
CCOC(=O)CCBr.NC1CC1	CCOC(=O)CCNC1CC1
CCOC=O.NCCN1CCOCC1	O=CNCCN1CCOCC1
O=Cc1ccc(Br)cc1.OCCO	Brc1ccc(C2OCCO2)cc1
NC(=O)CC1Cc2ccccc2C1	NCCC1Cc2ccccc2C1
CCCNCCCN.O=Cc1ccccn1	CCCN1CCCNC1c1ccccn1
COc1ccc(CC#N)cc1OC	N#CCc1ccc(O)c(O)c1
[Cl-].c1ccc2ncncc2c1	Clc1ncnc2ccccc12
Oc1ncnc2ccccc12	c1ccc2ncncc2c1
CC(C)(O)C#N.NCCCCO	CC(C)(C#N)NCCCCO
CCc1ccccn1.Cc1ccccn1	c1ccc2[nH]ccc2c1
CCCCc1nc2ncccc2[nH]1	c1cnc2[nH]cnc2c1
CCCCCCCCCBr.OCCCCO	CCCCCCCCCOCCCCO
C=CCCCCCCC.OCCCCCO	CCCCCCCC(C)OCCCCCO
CCCCCBr.Oc1cccc(O)c1	CCCCCOc1cccc(O)c1
CCCCCCCNC(C)=O	CCCCCCCNCC
FC(F)(F)CCCBr.[C-]#N	N#CCCCC(F)(F)F
CC(C)C(Br)C(=O)O.CO	COC(=O)C(Br)C(C)C
CC(C)O.Cc1ccccc1.O	OC[C@H]1CCC[C@H]1CO
CO.O=C1CC(CCO)CO1	O=C(O)C1CCOCC1
CCCI.OC1CCCCCCCCCCC1	CCCOC1CCCCCCCCCCC1
C1CCC2OC2C1.COCC(C)O	CC(O)COCOC1CCCCC1
OC1CCc2ccccc21	C1=Cc2ccccc2C1
OB(O)c1cccc(F)c1F.OO	Oc1cccc(F)c1F
CN.Cc1cccc(CCBr)c1	Cc1cccc(CCCN)c1
CN.O=S(=O)(Cl)CCCCl	CNS(=O)(=O)CCCCl
NCCO.O=C1OCCO1	CCOC(=O)NCCO
COC(=O)c1ccc(Br)nc1	OCc1ccc(Br)nc1
COc1cccc(C=O)c1O	O=Cc1cccc(O)c1O
C=CCCl.C=CC[SiH](Cl)Cl	C=CC[Si](Cl)(Cl)CCCCl
C=CCCCC.C=CC[SiH](Cl)Cl	C=CC[Si](Cl)(Cl)CCCCCC
C=CCCl.C=CC[SiH](OC)OC	C=CC[Si](CCCCl)(OC)OC
CC(C)NCCN.NC(N)=O	CC(C)N1CCNC1=O
CC(O)c1ccncc1.CI	COC(C)c1ccncc1
CC(C)O.ClCc1ccncc1	CC(C)OCc1ccncc1
OCCCCCCCCCl.[I-]	OCCCCCCCCI
Cc1nc2cnccc2[nH]c1=O	CC1Nc2cnccc2NC1=O
CN1CCC[C@H]1C(=O)O.CO	COC(=O)[C@@H]1CCCN1C
CC1C(F)(F)CCC2OC21Cl	Cc1c(O)cccc1F
CC(=O)OCC=C(C)COC=O	CC(=O)OCC=C(C)CO
CC(=O)O.Cc1ccccc1.O	CC(=O)OCC=C(C)C=O
O=C(Cl)Cl.Oc1ccccc1	O=C(Cl)Oc1ccccc1
COC1(/C=C/CO)CCOCC1	COC1(CCCO)CCOCC1
CCC[C@@H]1O[C@]1(C)CO	CCC[C@H]1O[C@]1(C)CO
O=C(O)C=Cc1ccc(O)cc1	O=C(O)C=Cc1ccccc1
O=C(O)C=Cc1ccc(O)cc1	O=C(O)C=Cc1ccccc1
O=C(O)C=Cc1ccc(O)cc1	O=C(O)C=Cc1ccccc1
O=C(O)C=Cc1ccc(O)cc1	O=C(O)C=Cc1ccccc1
O=C(O)C=Cc1ccc(O)cc1	O=C(O)C=Cc1ccccc1
O=C(O)C=Cc1ccc(O)cc1	O=C(O)C=Cc1ccccc1
O=C(O)C=Cc1ccc(O)cc1	O=C(O)C=Cc1ccccc1
COc1ccc2c(c1)CCCC2=O	O=C1CCCc2cc(O)ccc21
C=CC#N.Sc1cccc(Br)c1	N#CCCSc1cccc(Br)c1
Cc1ccc(N)c(C(=O)O)c1	CC1CCC(N)C(C(=O)O)C1
Brc1cccnc1.C#CCCO	OCCC#Cc1cccnc1
COC(=O)/C=C/c1cccnc1	OCCCc1cccnc1
COCCCOc1c(Cl)ccnc1C	Cc1nccc(Cl)c1OCCCO
CNCCc1ccccc1.O=N[O-]	CN(CCc1ccccc1)N=O
O.O=S(=O)(O)CC1CCCN1	CC(O)C(N)CS(=O)(=O)O
Nc1ccccc1B(O)O.OCCO	Nc1ccccc1B1OCCO1
CN.O=C1CCCC1.[C-]#N	CNC1(C#N)CCCC1
CC(C)c1ccccc1C(C)C	CC(C)c1ccccc1
C=CC.c1ccccc1	CC(C)c1ccccc1
O=S(O[Na])c1ccccc1	O=S(O)c1ccccc1
CN(C)CCCN(C)C	CN(C)CCCN(C)C
COC(CC1(C#N)CCCC1)OC	COC(CC1(CN)CCCC1)OC
Brc1ccccc1.CCC(=O)Cl	CCC(=O)c1ccc(Br)cc1
Br.Nc1ccc(I)cc1F	Fc1cc(I)ccc1Br
CC(C)(C)N.COC(=O)CBr	COC(=O)CNC(C)(C)C
NO.O=CC=Cc1ccccc1	ON=CC=Cc1ccccc1
O=Cc1cccc(C=O)c1	O=Cc1cccc(CO)c1
O=C1c2ccccc2C(=O)N1O	O=C1NC(=O)c2ccccc21
BrBr.Oc1cccc(F)c1O	Oc1ccc(Br)c(F)c1O
CCCCCCCCCC[PH3+]	C=CCCCCCCCC
CO.Cc1[nH]c2ncccc2c1C	COCc1[nH]c2ncccc2c1C
Fc1ccc(Cl)nc1.NN	NNc1ccc(F)cn1
O=C(O)CCCCCCCCCCBr	OCCCCCCCCCCCBr
COC(=O)CCCCCCCCCCBr	OCCCCCCCCCCCBr
ClCCCc1ccncc1.[C-]#N	N#CCCCc1ccncc1
N#CCCCc1ccncc1	NCCCCc1ccncc1
